ndex,thumbnail,name,description
775,https://archives.bulbagarden.net/media/upload/thumb/f/f1/0775Komala.png/70px-0775Komala.png,Komala,strong weak frail frail slow light short comatose normal  komala 775 end paw expression saliva graypokémonsimilar ruff akoala thegrowth diet inside finger nose oval cling ability death pillow arm cheek fur battle poison growth way sleep claw ring leave people eyebrow human dream amount underbelly log surgery hand neck pad tail birth property surrounding ear marking foot result puff koala anaesthetic
776,https://archives.bulbagarden.net/media/upload/thumb/c/cc/0776Turtonator.png/70px-0776Turtonator.png,Turtonator,weak weak bulky frail slow light short shell armor fire dragon  turtonator 776 refuge touch likepokémonwith spike basis material rain diet mouth nose flame turtonator use side shape nostril prey hunting projection limb layer underside hole addition center skin rim orifice capability cave growth wait gas head moveshell claw explosion volcano day middle fin spark shell sulfur snout bottom turtle rock mitten eye hand hind star neck triangular plating landmine lip line body chest tail move point back fece marking top foot leg brim
777,https://archives.bulbagarden.net/media/upload/thumb/8/8b/0777Togedemaru.png/70px-0777Togedemaru.png,Togedemaru,strong weak frail frail fast light short iron barbs lightning rod sturdy electric steel  togedemaru 777 signature lightning opponent spike bolt rodent group nose ability latter withelekidwhenever power arm clash togedemaru cheek fur ball battle head needle strategy day type capacity tip match typeattack snout eye front triangular move electricity tail attack back ear marking top leg
777,https://archives.bulbagarden.net/media/upload/thumb/8/8b/0777Togedemaru.png/70px-0777Togedemaru.png,Togedemaru-Totem,strong weak frail frail fast light short sturdy electric steel  togedemaru-totem 777 signature lightning opponent spike bolt rodent group nose ability latter withelekidwhenever power arm clash togedemaru cheek fur ball battle head needle strategy day type capacity tip match typeattack snout eye front triangular move electricity tail attack back ear marking top leg
778,https://archives.bulbagarden.net/media/upload/thumb/4/41/0778Mimikyu.png/70px-0778Mimikyu.png,Mimikyu,weak weak frail frail fast light short disguise ghost fairy  mimikyu 778 lightning stick sunlight appearance attempt bolt cloth friend mouth inside identity object death ragsilhouette crayon protection water cheek hole ghost one hem head face time air vapor type illness people lot size merchandise human form process droop mirror culprit appendage eye front popularity ruse neck costume rag body veil revenge tail move attack disguise z point night fringe ear foot person rip life
778,https://archives.bulbagarden.net/media/upload/thumb/4/41/0778Mimikyu.png/70px-0778Mimikyu.png,Mimikyu-Totem,weak weak frail frail fast light short disguise ghost fairy  mimikyu-totem 778 lightning stick sunlight appearance attempt bolt cloth friend mouth inside identity object death ragsilhouette crayon protection water cheek hole ghost one hem head face time air vapor type illness people lot size merchandise human form process droop mirror culprit appendage eye front popularity ruse neck costume rag body veil revenge tail move attack disguise z point night fringe ear foot person rip life
779,https://archives.bulbagarden.net/media/upload/thumb/a/ac/0779Bruxish.png/70px-0779Bruxish.png,Bruxish,strong weak frail frail slow light short dazzling strong jaw wonder skin water psychic  bruxish 779 signature fishlike ocean pupil opponent sunlight half itssignature mouth heart area dangerouswaterpokémon ability prey radar flower bulb power underside water orb energy spot skin center sound eyelash growth blue head unconscious.[1]prey seafloor current middle combination fin tip protuberance bottom dorsal region mush purple portion eye level front lifeguard brain rival scale lip body line headache tail tooth ripple color marking top move eyelid
780,https://archives.bulbagarden.net/media/upload/thumb/1/10/0780Drampa.png/70px-0780Drampa.png,Drampa,weak strong frail frail slow light short berserk cloud nine sap sipper normal dragon  drampa 780 sea anime spike half mountain altitude extension area side green child arm underside fur spot skin bully mustache head face claw section people dragon base eyebrow house drape eye hand level chest neck body tail nature mop ear serpentinepokémonsimilar hair dawn top foot whisker
781,https://archives.bulbagarden.net/media/upload/thumb/8/80/0781Dhelmise.png/70px-0781Dhelmise.png,Dhelmise,strong weak frail frail slow light short steelworker ghost grass  dhelmise 781 spoke handle blow victim trail side shape prey aswailmerandwailord hundred hunting mass wheel seaweed force anchor spindle spot rim brown shank center addition ring space outside bottom zigzag hub moveanchor fashion compass stub detritus yard star eye strand move body tooth back ship component dhelmise life
782,https://archives.bulbagarden.net/media/upload/thumb/8/84/0782Jangmo-o.png/70px-0782Jangmo-o.png,Jangmo-o,weak weak frail frail slow light short bulletproof overcoat soundproof dragon hakamo-o jangmo-o 782 o teardrop opponent shoulder spike half emotion train heart area side shape foe kind corner warrior forehead defense behavior sound head claw ring tip dinosaur people snout beak tuft eye front chest life scale jaw body tail tooth people.[1]the attack other back nature ear foot feather edge proof pride
783,https://archives.bulbagarden.net/media/upload/thumb/a/ae/0783Hakamo-o.png/70px-0783Hakamo-o.png,Hakamo-o,weak weak frail frail slow light short bulletproof overcoat soundproof dragon fighting kommo-o hakamo-o 783 pot opponent shoulder spike heart heat oval side scaly conduct crest cry pan arm forehead defense one trim battle center training stripe style head climax claw middle dance tip snout beak strength plate portion eye appendage chest front neck scale jaw body line war tail tooth attack back fellow armor top feather edge leg proof pride
784,https://archives.bulbagarden.net/media/upload/thumb/8/88/0784Kommo-o.png/70px-0784Kommo-o.png,Kommo-o,strong weak bulky frail slow light short bulletproof overcoat soundproof dragon fighting  kommo-o 784 anime game return training viiishow stripe base bottom tuft move jaw series sincegeneration back marking edge knuckle byknuckle spike oval shape foe reason arrangement headdress darkness chain trim one walking rim center head core uppercut hand front body line surrounding shield legend o opponent shoulder heart area gray scaly patch arm force sound tip size snout beak protectjangmo eye birthplace chest neck scale tooth locomotion weapon top foot leg distance half set function side projection power quest claw darkness.[1]its knee tail z armor feather
784,https://archives.bulbagarden.net/media/upload/thumb/8/88/0784Kommo-o.png/70px-0784Kommo-o.png,Kommo-o-Totem,strong weak bulky frail slow light short overcoat dragon fighting  kommo-o-totem 784 anime game return training viiishow stripe base bottom tuft move jaw series sincegeneration back marking edge knuckle byknuckle spike oval shape foe reason arrangement headdress darkness chain trim one walking rim center head core uppercut hand front body line surrounding shield legend o opponent shoulder heart area gray scaly patch arm force sound tip size snout beak protectjangmo eye birthplace chest neck scale tooth locomotion weapon top foot leg distance half set function side projection power quest claw darkness.[1]its knee tail z armor feather
785,https://archives.bulbagarden.net/media/upload/thumb/b/bc/0785Tapu_Koko.png/70px-0785Tapu_Koko.png,Tapu Koko,strong weak frail frail fast light short electric surge electric fairy  tapu koko 785 mask place shoulder rooster half black need nose plume wing side shape deity crest projection bird arm consist battle rim spine move way head face claw guardian people triangle shell bristle beak bottom eye hand torso chest neck front structure triangular body electricity deitiesare tail movenature stylizedrooster temper z back impression marking top home feather edge diamond
